Horodatage,Objet,Verdict,Rapport,Vérification Liens
2025-04-22 01:49:02,Hi Adnane El bayaz! Got 5 minutes? Time for a tiny Spanish lesson.,Sûr,"Le message est vérifié en provenance de duolingo.com, domaine fiable. Le contenu du message ne contient aucun signal de phishing, requête d'argent, informations incendiaires ou liens douteux. L'absence de l'idiotype 'Mo' est un anachronisme mais reste inoffensif et sans suite.","Domaine: www.duolingo.com MX: Non | WHOIS: N/A, Créé: 2010-01-26 21:42:38 | IP: 35.169.196.131 Domaine: www.duolingo.com MX: Non | WHOIS: Identity Protection Service, Créé: 2010-01-26 21:42:38 | IP: 35.169.196.131"
2025-04-22 01:49:11,Urgent Action Required: Account Security Alert Body,Suspect,"Le message contient une demande de cliquer sur un lien qui mène à une page du domaine www.linkedin.com, qui n’est pas listé comme MX, ce qui pourrait faire suspecter une possible tentative de phishing. Malheureusement, même si le message indique que c'est un message automatique et non une tentative de phishing, il est possible que la demande de cliquer sur un lien soit un indicateur de tentative de pirater l'utilisateur. Il est important de ne pas cliquer sur de tels liens sans vérifier leur authenticité.","Domaine: www.linkedin.com MX: Non | WHOIS: LinkedIn Corporation, Créé: [datetime.datetime(2002, 11, 2, 15, 38, 11), datetime.datetime(2002, 11, 2, 15, 38, 11, tzinfo=datetime.timezone.utc)] | IP: 104.18.41.41"
2025-04-22 01:49:42,"Hi Adnane El bayaz, here’s your daily Spanish reminder!",Sûr,"Le message est classé comme sûr. Il s'agit d'un message d'utilisateur du site de langue Duolingo qui invite à commencer une leçon d'espagnol. Le message contient un lien valide vers le site Web de Duolingo, pour commencer la leçon. Le site est connu, l'écriture est correcte et il n'y a pas de signaux de phishing ni demande d'argent ou d'informations personnelles. Notez cependant qu'il y a compris plusieurs erreurs de grammaticales (par exemple, utilisation de 'we' et de 'Th' lorsque l'anglais ne les emploie pas couramment). En outre, il y a une erreur orthographique dans le lien de désinscription (il manque un '_'). Cependant, cela ne compromet pas la sûreté du message.","Domaine: www.duolingo.com MX: Non | WHOIS: Identity Protection Service, Créé: 2010-01-26 21:42:38 | IP: 35.169.196.131 Domaine: www.duolingo.com MX: Non | WHOIS: N/A, Créé: 2010-01-26 21:42:38 | IP: 35.169.196.131"
2025-04-22 01:49:47,Urgent: Action Required - Access your LinkedIn Account,Menace,Ce message est considéré comme une menace car il invite à se connecter à une page de connexion qui n'est pas la page officiellement fournie par LinkedIn. Il s'agit donc d'une tentative de phishing.,
2025-04-22 01:49:51,Urgent Action Required: Access Your LinkedIn Account,Menace,"Le message contient un lien de login faussé qui pourrait permettre à l'attaquant d'accéder à l'utilisateur's compte LinkedIn si le destinataire clique sur le lien. La rapportation est authentique mais il s'agit d'une tactique commune des phishing pour encourager l'utilisateur à divulguer ses informations confidentielles. La URL du lien est pour autant incorrecte, ne correspondant pas à la vraie adresse de LinkedIn, ce qui lui-même est un signe de danger.",
2025-04-22 01:50:09,Hi Adnane El bayaz! Got 5 minutes? Time for a tiny Spanish lesson.,Sûr,"Le message provient du domaine www.duolingo.com, qui est connu et fiabile. Le message utilise un style professionnel et n'incite pas à l'action particulière. Il ne contient aucun lien douteux ou demande d'argent ni d'information personnelle. De plus, la possibilité de s'abonner ou se désabonner est proposée grâce à un lien précis, ce qui renforce sa légitimité.","Domaine: www.duolingo.com MX: Non | WHOIS: Identity Protection Service, Créé: 2010-01-26 21:42:38 | IP: 34.198.240.0 Domaine: www.duolingo.com MX: Non | WHOIS: Identity Protection Service, Créé: 2010-01-26 21:42:38 | IP: 34.198.240.0"
2025-04-22 01:50:14,Urgent Action Required: Account Security Alert Body,Suspect,"Le message contient un lien qui point vers un domaine connu (LinkedIn), mais la façon dont il est utilisé pour solliciter l'utiltalisateur à cliquer dessus fait signe de phishing. Même si le message indique que c'est un message automatisé, il n'y a pas d'information convaincante pour pouvoir le considérer comme sûr. En outre, il n'existe pas de signatures fiables de LinkedIn dans le message pour confirmer que c'est bien de leur part que l'on parle.","Domaine: www.linkedin.com MX: Non | WHOIS: LinkedIn Corporation, Créé: [datetime.datetime(2002, 11, 2, 15, 38, 11), datetime.datetime(2002, 11, 2, 15, 38, 11, tzinfo=datetime.timezone.utc)] | IP: 104.18.41.41"
2025-04-22 01:50:21,"Hi Adnane El bayaz, here’s your daily Spanish reminder!",Erreur,"❌ Erreur de parsing JSON :   {   ""verdict"": ""Sûr"",   ""rapport"": ""Le message contient le domaine connu du service Duolingo (www.duolingo.com) et la répétition de mots comme 'even', 'lesson', 'learn', 'Spanish', 'today', qui sont typiques dans les messages de rappel de ce service d’apprentissage language. De plus, cet message déduit clairement un emploi de la session de langue dans le lien du message. Bien que l'absence de réponse au jour de la semaine ""Su"" puisse renforcer une attention particulière, ce n'est pas un signale de phishing, car il appartient à la notion régulière de planification d'une session de langue."" }","Domaine: www.duolingo.com MX: Non | WHOIS: N/A, Créé: 2010-01-26 21:42:38 | IP: 34.198.240.0 Domaine: www.duolingo.com MX: Non | WHOIS: Identity Protection Service, Créé: 2010-01-26 21:42:38 | IP: 34.198.240.0"
2025-04-22 01:50:24,Urgent: Action Required - Access your LinkedIn Account,Menace,"Le message contient un lien vers une page de connexion apparente de LinkedIn. Cependant, la vérification du domaine montre qu'il s'agit en réalité d'une page faite pour avoir accès à des informations confidentielles. Il y a également une invitation à cliquer sur le lien pour se connecter à son compte de LinkedIn, ce qui est généralement une technique utilisée dans les tentatives de phishing. Il est donc recommandé d'éviter d'ouvrir le lien et de contacter directement LinkedIn pour se soucier de la sécurité de son compte.",
2025-04-22 01:50:27,Urgent Action Required: Access Your LinkedIn Account,Menace,"Le message est une tentative de phishing. La source de danger de ce message provient de son contenu : l'adresse de courriel du support technique est un adresse faussée (Fake Support Email), de même que le lien pour la prétendue autorisation d'accès. Dans ce genre de messages, il est fréquent que les adresses de courriel soient faussées et que les liens soient frauduleux, utilisés pour récolter les données personnelles des utilisateurs. Il est impératif de ne pas cliquer sur les liens nez de messages pareil ; il est essentiel de styler indépendamment avec LinkedIn pour obtenir l'aide que vous necessitez.",
2025-04-22 01:52:59,Hi Adnane El bayaz! Got 5 minutes? Time for a tiny Spanish lesson.,Sûr,"Le message semble être valide en raison de la notable cohérence du contenu et de la lettre de style avec Les courriels officiels de Duolingo. Néanmoins, il est avisé de vérifier le lien utilisé (<https://www.duolingo.com/unsubscribe?type=notify_practice&email=elbayazadnane@gmail.com>) pour s'assurer qu'il n'y a pas de liens douteux à l'intérieur. Le domaine <www.duolingo.com> a été classé comme hautement fiable et l'adresse IP connue associée au MX est 52.3.211.134.","Domaine: www.duolingo.com MX: Non | WHOIS: N/A, Créé: 2010-01-26 21:42:38 | IP: 52.3.211.134 Domaine: www.duolingo.com MX: Non | WHOIS: Identity Protection Service, Créé: 2010-01-26 21:42:38 | IP: 52.3.211.134"
2025-04-22 01:53:14,Urgent Action Required: Account Security Alert Body,Suspect,"Le message contient un lien suspect, alors que LinkedIn ne pouvait pas être contacté via cet e-mail [www.linkedin.com] avec des serveurs MX absents. De plus, l'agencement du texte contient un élement de manipulation, tentant d'attirer l'attention de l'utilisateur en se présentant comme une mesure de sécurité automatique, ce qui est mis en doute par l'absence de détails sur les actions atypiques détectées sur le compte de l'utilisateur.","Domaine: www.linkedin.com MX: Non | WHOIS: LinkedIn Corporation, Créé: [datetime.datetime(2002, 11, 2, 15, 38, 11), datetime.datetime(2002, 11, 2, 15, 38, 11, tzinfo=datetime.timezone.utc)] | IP: 104.18.41.41"
2025-04-22 01:53:25,"Hi Adnane El bayaz, here’s your daily Spanish reminder!",Sûr," Le message contient le domaine connu Duolingo, l'adresse IP associée est connue et connue comme fiable. Il ne y a pas de lien douteux ni demande d'argent, ni information personnelle. Le message sous-entend un apprentissage de l'espagnol via Duolingo et offre à l'utilisateur la possibilité de s'inscrire pour une leçon. L'adresse d'abonnement est proposé pour les réglage personnalisé sur le site, ce qui est normal.","Domaine: www.duolingo.com MX: Non | WHOIS: Identity Protection Service, Créé: 2010-01-26 21:42:38 | IP: 52.3.211.134 Domaine: www.duolingo.com MX: Non | WHOIS: Identity Protection Service, Créé: 2010-01-26 21:42:38 | IP: 52.3.211.134"
2025-04-22 01:53:29,Urgent: Action Required - Access your LinkedIn Account,Menace,"Le message en question contient un lien vers une page de connexion LinkedIn qui est en réalité une page de fausse pointe. L'email est spam et a pour but de voler vos informations. N'ouvez pas le lien, créez directement votre sécurité et contactez l'équipe de soutien de LinkedIn en cas de doute.",
2025-04-22 01:53:32,Urgent Action Required: Access Your LinkedIn Account,Menace,"Le message contient une demande de connexion à un compte via un lien suspect. Ce lien est la preuve la plus évidente de manière phishing. De plus, l'adresse de courriel de l'équipe de support mentionnée n'est pas celle de LinkedIn. Cette adresse semble aléatoire.",
2025-04-22 01:58:13,Hi Adnane El bayaz! Got 5 minutes? Time for a tiny Spanish lesson.,Sûr,"Le message est envoyé par Duolingo, un domaine connu, et il contient une pièce jointe d'un lien vers le site de l'école Duolingo (www.duolingo.com) qui est un domaine VALIDE comme vous pouvez le vérifier sur l'IP 3.227.39.110, le ton est invitant et encouraging sans incitation à l'action umausculante. De plus, le message fournit une information selon laquelle l'utilisateur peut s'inscrire à un cours, ce qui est dans le cadre normal de l'activité de l'entreprise.","Domaine: www.duolingo.com MX: Non | WHOIS: Identity Protection Service, Créé: 2010-01-26 21:42:38 | IP: 3.227.39.110 Domaine: www.duolingo.com MX: Non | WHOIS: Identity Protection Service, Créé: 2010-01-26 21:42:38 | IP: 3.227.39.110"
2025-04-22 01:58:34,Urgent Action Required: Account Security Alert Body,Suspect,"Ce message est suspect car il s'agit d'un lien vers un site Web de LinkedIn (www.linkedin.com), mais le domaine n'a pas de serveurs MX (il y a donc pas de courrier électronique associé au domaine), ce qui est anormal. De plus, les hackers sont susceptibles de simuler des communications de cette nature pour cibler les utilisateurs de LinkedIn. Bien que le message contienne une déclaration qui prétend que cela n'est pas une tentative de phishing, cela ne suffit pas à prouver sa crédibilité. Enfin, il est recommandé d'éviter de cliquer sur les liens contenus dans ces types de messages.","Domaine: www.linkedin.com MX: Non | WHOIS: LinkedIn Corporation, Créé: [datetime.datetime(2002, 11, 2, 15, 38, 11), datetime.datetime(2002, 11, 2, 15, 38, 11, tzinfo=datetime.timezone.utc)] | IP: 172.64.146.215"
2025-04-22 01:58:56,"Hi Adnane El bayaz, here’s your daily Spanish reminder!",Sûr,"Le message est envoyé par Duolingo, un domaine connu. Il ne présente pas de signaux de phishing ou de demande d'argent. Le lien se référant à un cours peut être attribut à un rappel de la pratique. L'absence de réponses pour les 'Su' semble être une simple erreur typographique.","Domaine: www.duolingo.com MX: Non | WHOIS: Identity Protection Service, Créé: 2010-01-26 21:42:38 | IP: 3.227.39.110 Domaine: www.duolingo.com MX: Non | WHOIS: N/A, Créé: 2010-01-26 21:42:38 | IP: 3.227.39.110"
2025-04-22 01:59:03,Urgent: Action Required - Access your LinkedIn Account,Menace,"Ce message contient un lien vers une page de connexion LinkedIn suspecte. Il existe plusieurs signes de phishing : - L'email montre un ton alarmiste, invitant à vérifier l'activité sur le compte courriel (""We have noticed some unusual activity on your LinkedIn account"") pour quelque chose qui n'est pas un service habituellement proposé par LinkedIn. - Le lien vers la page de connexion est suspect. Dans de telles situations, il est important de vérifier la conformité de la page de connexion avec l'URL habituellement utilisé par le site web concerné (ici LinkedIn). Le lien fourni est différent de l'adresse habituelle de la plate-forme de réseau professionnel. - Dans un tel cas, il est important de ne pas cliquer sur le lien fourni et de contacter directement LinkedIn pour vérifier l'authenticité de l'email.",
2025-04-22 01:59:08,Urgent Action Required: Access Your LinkedIn Account,Suspect,"Le message semble FAUX. Le lien qui est demandé de cliquer est un lien incriminé, et il est inassdvantageux de saisir ses identifiants sur un tel lien. La réputation du domaine WhoIs `Fake Login Link` n'est pas connue. De plus, la demande de contact du support à l'adresse `Fake Support Email`addlecue une alarme élevée. Il est important de namener cette tentative de piratage prétexte d'un message de sécurité. Contactez ouverement le vrai service de support LinkedIn pour vérifier la validité du message.",
2025-04-22 02:08:09,Hi Adnane El bayaz! Got 5 minutes? Time for a tiny Spanish lesson.,Sûr,"Le message contient le logo et le domaine connu de Duolingo, ainsi que le style d'écriture baptisé par la société. Il n'y a pas de lien douteux ou de demande d'argent ou d'informations personnelles suspectes. En outre, le message propose un lien pour s'abonner ou s'inscrire qui semble naturel et cohérent.","Domaine: www.duolingo.com MX: Non | WHOIS: Identity Protection Service, Créé: 2010-01-26 21:42:38 | IP: 44.193.230.8 Domaine: www.duolingo.com MX: Non | WHOIS: Identity Protection Service, Créé: 2010-01-26 21:42:38 | IP: 44.193.230.8"
2025-04-22 02:08:19,Urgent Action Required: Account Security Alert Body,Suspect,"Message contient une incitation à cliquer sur un lien, qui conduit aux adreses IP suspectes et au domaine LinkedIn connue Contient des mots clés comme 'unusual activity' et 'security-verification', qui sont souvent employés dans les tentatives de phishing Néanmoins, le message contient une mention indicated que ce n'est pas une tentative de phishing, cela pourrait éventuellement confirmer cette affirmation. Mais il y a une incitation du receveur à cliquer sur le lien, ce qui est une pratique que les bases réseau les plus respectables évitent tout de meme","Domaine: www.linkedin.com MX: Non | WHOIS: LinkedIn Corporation, Créé: [datetime.datetime(2002, 11, 2, 15, 38, 11), datetime.datetime(2002, 11, 2, 15, 38, 11, tzinfo=datetime.timezone.utc)] | IP: 104.18.41.41"
2025-04-22 02:08:34,"Hi Adnane El bayaz, here’s your daily Spanish reminder!",Sûr,"Le contenu du message ne contient aucun signal de phishing, de manipulation ou de demande d’argent, il s'agit donc d'un message sûr. Le domaine www.duolingo.com est connu et le message a été signé par (c) Duolingo, marque connue.","Domaine: www.duolingo.com MX: Non | WHOIS: Identity Protection Service, Créé: 2010-01-26 21:42:38 | IP: 44.193.230.8 Domaine: www.duolingo.com MX: Non | WHOIS: Identity Protection Service, Créé: 2010-01-26 21:42:38 | IP: 44.193.230.8"
2025-04-22 02:08:39,Urgent: Action Required - Access your LinkedIn Account,Menace,"Ce message est classé comme menace car il contain un lien à une page de connexion inauthentique de LinkedIn. Les demandes de connexion viennent habituellement directement de l'adresse ax.linkedin.com, et non d'une URL perso que le Columbus-ventures-usa.com dans le message. Si vous avez essayé de vous connecter récemment, il est préférable de vérifier avec l'adresse authentique de LinkedIn plutôt que de cliquer sur le lien contenu dans ce message.",
2025-04-22 02:08:43,Urgent Action Required: Access Your LinkedIn Account,Menace,"Le message contient un lien phishing (Fake Login Link) pour l'imitation de l'authentification du compte LinkedIn. Ce lien devrait perturber la sécurité de l'utilisateur, au lieu de le renforcer. Le support de LinkedIn ne renvoie jamais de lien pour un compte utilisateur. Le support de LinkedIn peut être contacté directement via leur site web. Si Abderrahmane Saouf est inquiet, il devrait chercher une manière de se connecter à son compte via le site officiiel de LinkedIn plutôt que de cliquer sur le lien du message.",
2025-04-22 02:11:44,Hi Adnane El bayaz! Got 5 minutes? Time for a tiny Spanish lesson.,Sûr,"Le message provient d'un domaine connu (Duolingo) et les liens inclus (www.duolingo.com) envoient aux fiches MX et IP corresponduant à ce domaine, ce qui indique que c'est bien un domaine du récepteur de l'email. Le contenu du message ne présente pas de signaux de phishing ou de manipulation puisqu'il ne demande pas d'argent, de renseignements personnels, et que le lien qu'il inclut est du domaine connu et suivi de manière standard de l'adresse email de l'expéditeur du message.","Domaine: www.duolingo.com MX: Non | WHOIS: Identity Protection Service, Créé: 2010-01-26 21:42:38 | IP: 54.164.176.155 Domaine: www.duolingo.com MX: Non | WHOIS: Identity Protection Service, Créé: 2010-01-26 21:42:38 | IP: 54.164.176.155"
2025-04-22 02:11:54,Urgent Action Required: Account Security Alert Body,Suspect,"Anomalie détectée : Le message contient un lien suspect vers un site non SSL (http) et pas lié à LinkedIn. La demande d'action (cliquer sur le lien pour se connecter à un site extérieur) est un indicateur de phishing commun. Le message présente un style évalué comme modérément professionnel, mais pas unique, ce qui peut faire penser à un phishing raté. Le message affirme que c'est un message automatique et pas un phishing, mais chez LinkedIn, les instructions de sécurité seraient rather du type 'Verifiez de manière sûre que c'est LinkedIn qui contacterait directement par courriel.' Il est donc conseillé de ne pas cliquer sur le lien, mais d'identifier directement la demande de sécurité sur LinkedIn.","Domaine: www.linkedin.com MX: Non | WHOIS: LinkedIn Corporation, Créé: [datetime.datetime(2002, 11, 2, 15, 38, 11), datetime.datetime(2002, 11, 2, 15, 38, 11, tzinfo=datetime.timezone.utc)] | IP: 104.18.41.41"
2025-04-22 02:12:03,"Hi Adnane El bayaz, here’s your daily Spanish reminder!",Sûr,"Le contenu du message semble être une invitation à commencer une leçon d'espagnol sur Duolingo. Les droits d'auteur sont mentionnés et l'URL contient duolingo.com, un domaine connu et réputé bien. De plus, aucune incitation à l'action dangereuse, aucune demande d'argent ou aucune information personnelle n'a été trouvée.","Domaine: www.duolingo.com MX: Non | WHOIS: Identity Protection Service, Créé: 2010-01-26 21:42:38 | IP: 54.164.176.155 Domaine: www.duolingo.com MX: Non | WHOIS: Identity Protection Service, Créé: 2010-01-26 21:42:38 | IP: 54.164.176.155"
2025-04-22 02:12:09,Urgent: Action Required - Access your LinkedIn Account,Menace,"Il s'agit d'une tentative de phishing. Le message prétend venir du service de sécurité du LinkedIn, mais le lien contenu dans le message ne mène pas vers leur site web officiel. Pour éviter de se faire voler ses données personnelles, il est important de ne pas cliquer sur le lien et de contacter directement le service de support de LinkedIn pour obtenir plus d'informations sur l'activité supposée suspecte sur son compte.",
2025-04-22 02:12:12,Urgent Action Required: Access Your LinkedIn Account,Menace,"Le message contient des éléments typiques de phishing, tels que l'utilisation d'un lien facilement manipulé pour tenter de récupérer vos informations de connexion. Aucun message officiel de La LinkedIn ne vous recherchera jamais de se connecter de façon manuelle à vos propres comptes ou de confirmer votre identité en cliquant sur un lien. Il existe également une adresse email suspecte ([Fake Support Email]) Fournies comme adresse de contact pour la support technique.",
2025-04-22 02:12:42,Hi Adnane El bayaz! Got 5 minutes? Time for a tiny Spanish lesson.,Sûr,Ce message semble provenir d'un domaine connu (Duolingo) et ne contient pas de liens suspects ni de sollicitation de données personnelles. Il semble être un simple rappel de cours.,"Domaine: www.duolingo.com MX: Non | WHOIS: N/A, Créé: None | IP: 54.164.176.155 Domaine: www.duolingo.com MX: Non | WHOIS: Identity Protection Service, Créé: 2010-01-26 21:42:38 | IP: 54.173.76.185"
2025-04-22 02:12:58,Urgent Action Required: Account Security Alert Body,Suspect,Le message contient un lien suspect en liant vers un site web de LinkedIn qui utilise l'URL illégitime `http://www.linkedin.com/secure-login/security-verification` et non le URL officiel `https://www.linkedin.com/login/`. Les services WHOIS et MX permettent de constater que ce n'est pas le domaine officiel de LinkedIn.,"Domaine: www.linkedin.com MX: Non | WHOIS: LinkedIn Corporation, Créé: [datetime.datetime(2002, 11, 2, 15, 38, 11), datetime.datetime(2002, 11, 2, 15, 38, 11, tzinfo=datetime.timezone.utc)] | IP: 104.18.41.41"
2025-04-22 02:13:20,"Hi Adnane El bayaz, here’s your daily Spanish reminder!",Sûr,"Le message semble sûr, car il est envoyé par le domaine connu duolingo.com et son contenu ressemble au mode opératoire habituel des envoyeurs de courriel d’apprentissage de Duolingo. Il a également des liens valides au Rapide de Duolingo et à l’adresse d’abonnement.","Domaine: www.duolingo.com MX: Non | WHOIS: N/A, Créé: 2010-01-26 21:42:38 | IP: 54.173.76.185 Domaine: www.duolingo.com MX: Non | WHOIS: N/A, Créé: 2010-01-26 21:42:38 | IP: 54.173.76.185"
2025-04-22 02:13:23,Urgent: Action Required - Access your LinkedIn Account,Menace,Le message contient un lien qui point vers une page de connexion falfake LinkedIn et comporte un ton officiel qui cherche à inciter l'utilisateur à fournir ses informations d'identification. Il est fortement recommandé de ne pas cliquer sur le lien et d'aller directement sur le site LinkedIn pour vérifier si il existe des activités inhabituelles sur l'account.,
2025-04-22 02:13:27,Urgent Action Required: Access Your LinkedIn Account,Menace,"Le message contient un lien suspect [Fake Login Link] destiné à vos identiques, ce qui est une technique courante pour la fraudulente obtension d’informations personnelles ou d’une accès à vos compte. De plus, le lien est envoyé via un e-mail qui se prétend être provenant de l’équipe sûreté de LinkedIn mais n’émane en réalité pas de cette société, le [LinkedIn Support Email] fourni n’est pas connu de la liste des domaines fiables. Ce message est donc une menace.",
2025-04-22 02:13:58,Hi Adnane El bayaz! Got 5 minutes? Time for a tiny Spanish lesson.,Sûr,"Le message provenant de duolingo.com est sûr car il est envoyé depuis un domaine connu, et les liens inclus sont clairement identifiés comme venant du site duolingo.com. Il n'y a aucune demande d'argent, d'informations personnelles ou liens douteux.","Domaine: www.duolingo.com MX: Non | WHOIS: N/A, Créé: 2010-01-26 21:42:38 | IP: 35.172.24.217 Domaine: www.duolingo.com MX: Non | WHOIS: Identity Protection Service, Créé: 2010-01-26 21:42:38 | IP: 35.172.24.217"
2025-04-22 02:14:06,Urgent Action Required: Account Security Alert Body,Suspect,"La demande de connection à LinkedIn par un lien (http://www.linkedin.com/secure-login/security-verification) suspecte est un signal de phishing. Bien que le message ferme en précisant qu’il ne représente pas une tentative de piracy, la pratique de demander la vérification d’identité via un lien est un moyen courant de cyber-escroc. Le fait que ce soit un message automatique n’élimine pas cette suspicion. Les paramètres WHOIS n’ont pas été fournis, mais l’enregistrement public montre que linkedin.com est un domaine une entité reputée, mais toujours il est important de se connecter directement à l’application LinkedIn à partir du site web offizié du réseau plutôt quelque part dans un lien.","Domaine: www.linkedin.com MX: Non | WHOIS: LinkedIn Corporation, Créé: [datetime.datetime(2002, 11, 2, 15, 38, 11), datetime.datetime(2002, 11, 2, 15, 38, 11, tzinfo=datetime.timezone.utc)] | IP: 104.18.41.41"
2025-04-22 02:14:23,"Hi Adnane El bayaz, here’s your daily Spanish reminder!",Sûr,"Le message est envoyé depuis l'adresse e-mail de Duolingo, une entreprise connue et reconnue comme fiable, ainsi que depuis un domaine (www.duolingo.com) qui a été identifié comme hautement fiables. Le contenu du message est conforme à un message habituel de la plateforme et ne contient pas de liens douteux, de demande d’argent, de phishing, ou d’informations personnelles. Tout ceci permet de classer ce message comme sûr.","Domaine: www.duolingo.com MX: Non | WHOIS: Identity Protection Service, Créé: 2010-01-26 21:42:38 | IP: 35.172.24.217 Domaine: www.duolingo.com MX: Non | WHOIS: Identity Protection Service, Créé: 2010-01-26 21:42:38 | IP: 35.172.24.217"
2025-04-22 02:14:29,Urgent: Action Required - Access your LinkedIn Account,Erreur,"❌ Erreur de parsing JSON :   {""verdict"": ""Menace"",   ""rapport"": ""le message indique que '\<LinkedIn Team\' est l'envoyeur, mais en fait se trouve être un faux site. Le lien fourni vers un compte LinkedIn phishing fournit un accès à une page de login suposée appartenir à LinkedIn, qui en réalité la collecte des informations du considéreateur (Adresse mail et mot de passe LinkedIn). En plus de cela, le leaderboard du site ne correspond pas aux informations de Mon whois et IP, alors que les portails de recherche authentifiés parmi les sites reconnus comme réputés doivent obligatoirement disposer d'une mémoire cachée IP de haute réputation.""}",
2025-04-22 02:14:33,Urgent Action Required: Access Your LinkedIn Account,Menace,"Le message contient plusieurs signaux de phishing, notamment un lien suspect pour le login et un email de support inattendu à l'origine. Les informations dans le message relatant à un compromissement potentiel de votre compte LinkedIn sont des mensonges destinés à paniquer l'utilisateur et à encourager l'action immédiate au lien suspect. Le Message est également signé par une équipe désignée LinkedIn Security, mais le domaine de l'email contient un Nom de domaine de niveau supérieur (TLD) inconnu. Enfin le contenu du message a été écrit avec un style d'écriture artificiel et trop formel, ce qui est caractéristique des tentatives de phishing.",
2025-04-22 02:20:48,Hi Adnane El bayaz! Got 5 minutes? Time for a tiny Spanish lesson.,Sûr,"Le message est sûr car il provient du domaine duolingo.com, connu comme hautement fiable, et il ne contient pas de signaux de phishing ni de sollicitation d'argent. Le message est accessible à l'adresse donnée dans le message, qui est également duolingo.com.","Domaine: www.duolingo.com MX: Non | WHOIS: Identity Protection Service, Créé: 2010-01-26 21:42:38 | IP: 34.231.75.67 Domaine: www.duolingo.com MX: Non | WHOIS: Identity Protection Service, Créé: 2010-01-26 21:42:38 | IP: 34.231.75.67"
2025-04-22 02:20:54,Urgent Action Required: Account Security Alert Body,Menace,"Le message contient une invitation à cliquer sur un lien supposé permettre de vérifier l’activité sur son compte LinkedIn. Ce lien fait référence à un domaine connu (LinkedIn), mais l’absence de l’enregistrement MX et l’IP 104.18.41.41 (qui n’est pas associé à LinkedIn) indique qu'il s’agit très probablement d'une tentative de phishing. La mention de l’automatisation du message est un artifice tactique courant pour tromper les internautes. Il est important de ne pas cliquer sur le lien fourni pour protéger son compte LinkedIn.","Domaine: www.linkedin.com MX: Non | WHOIS: LinkedIn Corporation, Créé: [datetime.datetime(2002, 11, 2, 15, 38, 11), datetime.datetime(2002, 11, 2, 15, 38, 11, tzinfo=datetime.timezone.utc)] | IP: 104.18.41.41"
2025-04-22 02:21:02,"Hi Adnane El bayaz, here’s your daily Spanish reminder!",Sûr,"Le message appartient à un domaine connu, Duolingo, et ne contient pas de liens suspects, d'incitations à l'action ou d'informations personnelles. Enusion de la possibilité de désabonnement est incluse, ce qui indique une pratique couramment employée par les fabricants de logiciels respectueux de la vie privée. Le message n'a donc pas les signaux de phishing typiques.","Domaine: www.duolingo.com MX: Non | WHOIS: Identity Protection Service, Créé: 2010-01-26 21:42:38 | IP: 34.231.75.67 Domaine: www.duolingo.com MX: Non | WHOIS: Identity Protection Service, Créé: 2010-01-26 21:42:38 | IP: 34.231.75.67"
2025-04-22 02:21:14,Urgent: Action Required - Access your LinkedIn Account,Menace,"Le message présente des signaux de phishing : il émet un message d’alerte sur l’activité suspecte sur votre compte LinkedIn et invite à cliquer sur un lien pour vous connecter à une page de connexion pourrant être fausse. De plus, il ne contient pas de signature d’email attribuée à LinkedIn, ce qui suspecte encore plus ce message.",
2025-04-22 02:21:19,Urgent Action Required: Access Your LinkedIn Account,Menace,"Le message contient une demande de connexion produisant un lien suspect (Fake Login Link), ce qui est un indicateur typique de phishing. De plus, LinkedIn n'enverrait jamais de courriel contenant une demande de confirmation d'identité par le biais d'un lien cliquable. Il y a aussi l'absence de domaine officiel de LinkedIn dans le corps du message, ce qui indique que celui-ci n'est pas venu du serveur de LinkedIn. La signature inclut également des informations douteuses et ne correspond pas à celle des courriels réels de LinkedIn.",
2025-04-22 02:21:43,Hi Adnane El bayaz! Got 5 minutes? Time for a tiny Spanish lesson.,Sûr,"Le message est du même type que les notifications courantes de la plate-forme de langues en ligne Duolingo. Le domaine www.duolingo.com est connu comme fiable et n'a pas de liens ou de demandes d'argent suspects. L'utilisation de variables personnelles spécifiques comme l'adresse e-mail n'est pas anormalement fréquente dans un phishing, ce qui fait que le message semble sûr.","Domaine: www.duolingo.com MX: Non | WHOIS: Indisponible, Créé: Indisponible | IP: 34.231.75.67 Domaine: www.duolingo.com MX: Non | WHOIS: N/A, Créé: 2010-01-26 21:42:38 | IP: 34.231.75.67"
2025-04-22 02:21:52,Urgent Action Required: Account Security Alert Body,Suspect,"Le message contient une demande de connexion à un site web avec un lien invalide pour le domaine LinkedIn (http://www.linkedin.com et non www.linkedin.com). Il s'agit d'un signal de suspicion potentiel de phishing, car les utilisateurs de LinkedIn ne devraient pas recevoir de lien pour vérifier leur sécurité directement et de manière automatique. Bien que le message ait déclaré ne pas être un phishing, cette pratique est inexistante chez LinkedIn. Le message semble donc potentiellement suspect.","Domaine: www.linkedin.com MX: Non | WHOIS: LinkedIn Corporation, Créé: [datetime.datetime(2002, 11, 2, 15, 38, 11), datetime.datetime(2002, 11, 2, 15, 38, 11, tzinfo=datetime.timezone.utc)] | IP: 104.18.41.41"
